Date,PM25,pm25cnc,pm10cnc,temp,rh,hour,hour_sin,hour_cos,rh_11,(PM25)t-25,(PM10)t-25,(PM25)t-24,(PM10)t-24,(PM25)t-23,(PM10)t-23,(PM25)t-3,(PM10)t-3,(PM25)t-2,(PM10)t-2,(PM25)t-1,(PM10)t-1,p1p2,p1r,p1t,p2r,p2t,p1rt,p2rt,p1p2rt
2020-12-24 17:00:00,82.58,77.53968254,84.61904762,28.63492063,51.74603175,18,-1.0,-1.8369701987210297e-16,52.765737724349414,50.71428571,62.93650794,57.66129032,69.70967742,58.85483871,71.30645161,52.95238095,61.66666667,58.22580645,67.16129032,78.42857143,84.26984127,6561.334089291943,4012.3708745997606,2220.342655208297,4378.699924799282,2423.0597123848906,114893.92153228783,125383.7248092144,9722214.21738921
2020-12-24 18:00:00,79.9,80.82258065,88.58064516,25.548387100000006,68.40322581,19,-0.9659258262890684,0.2588190451025203,69.41806189518707,57.66129032,69.70967742,58.85483871,71.30645161,63.41269841,74.63492063,58.22580645,67.16129032,78.42857143,84.26984127,77.53968254,84.61904762,7159.316337473133,5528.525234748887,2064.8865768671703,6059.201873274963,2263.092612115422,141244.90278948296,154802.83497547393,12511564.614653885
2020-12-24 19:00:00,78.18,86.90476190000003,94.14285714,23.36507937,76.93650794,20,-0.8660254037844386,0.5000000000000001,77.94967683632046,58.85483871,71.30645161,63.41269841,74.63492063,71.88888889,80.57142857,78.42857143,84.26984127,77.53968254,84.61904762,80.82258065,88.58064516,8181.462584337418,6686.148903943162,2030.5366594244526,7243.022675845896,2199.655329194671,156222.39982027048,169233.79969984913,14707223.068347687
2020-12-24 20:00:00,74.7,92.26984127,101.3650794,21.77777778,80.17460317,21,-0.7071067811865477,0.7071067811865474,81.18723348275134,63.41269841,74.63492063,71.88888889,80.57142857,78.36507937,86.33333333,77.53968254,84.61904762,80.82258065,88.58064516,86.90476190000003,94.14285714,9352.939786558947,7397.697908381138,2009.432098973933,8126.905016190542,2207.5061738252557,161105.42113229525,176985.9314817649,16330463.804845547
2020-12-25 00:00:00,81.0,98.92063492,107.2222222,19.46031746,84.96825397,1,0.25881904510252074,0.9659258262890683,85.98016323275968,89.60317459999997,98.79365079,72.63492063,82.22222222,58.98387097,71.88709677,105.5,114.67741940000002,112.8730159,123.8095238,106.6612903,116.5967742,10606.490297557319,8405.113630756212,1925.0269588879617,9110.485007117373,2086.5784827786597,163566.17954188908,177292.93045307443,17537929.247245524
2020-12-25 01:00:00,81.0,93.63492063,102.0,19.0,85.63492063,2,0.49999999999999994,0.8660254037844387,86.64673608386414,72.63492063,82.22222222,58.98387097,71.88709677,59.80952381,72.66666667,112.8730159,123.8095238,106.6612903,116.5967742,98.92063492,107.2222222,9550.76190426,8018.418996346399,1779.0634919699999,8734.76190426,1938.0,152349.96093058158,165960.47618094,15539696.01491932
2020-12-25 06:00:00,65.0,83.80645161,91.59677419,18.0,87.0,7,0.9659258262890683,-0.25881904510252063,88.01162790697674,66.15873016,76.09523809999997,66.29032258,76.11290323,70.96825397,81.07936508,98.16949153,101.0677966,92.05,100.0166667,88.59016393,96.45901639,7676.400623786332,7291.161290069999,1508.5161289799998,7968.91935453,1648.7419354200001,131240.90322126,143440.54838154,12021243.376849398
2020-12-25 09:00:00,108.38,117.5322581,129.2419355,23.70967742,70.32258065,10,0.49999999999999994,-0.8660254037844387,71.33700596409858,76.93650794,85.77777778,99.55555556,109.3492063,64.17741935,75.41935484,83.80645161,91.59677419,99.98412698,108.8412698,125.5396825,137.71428569999998,15190.096520529554,8265.171699213866,2786.651925995182,9088.62643256085,3064.2845998414464,195964.55480927404,215488.40090690312,25326838.35294641
2020-12-25 10:00:00,103.16,76.93650794,84.47619048,28.63492063,42.88888889,11,0.258819045102521,-0.9659258262890682,43.912761569044456,99.55555556,109.3492063,64.17741935,75.41935484,56.46031746,65.42857143,99.98412698,108.8412698,125.5396825,137.71428569999998,117.5322581,129.2419355,6499.303099605472,3299.7213406232627,2203.0707984112646,3623.0899473471954,2418.9690095195615,94487.25868986432,103746.89307763783,7981923.663018012
2020-12-25 11:00:00,87.02,73.66666667,79.61904762,34.69841270000001,28.11111111,12,1.2246467991473532e-16,-1.0,29.147996355903153,64.17741935,75.41935484,56.46031746,65.42857143,59.48387097,65.58064516,125.5396825,137.71428569999998,117.5322581,129.2419355,76.93650794,84.47619048,5865.269841605397,2070.851851863704,2556.1164023489955,2238.179894118201,2762.654573099714,71855.27219652609,77661.28966295566,5721048.338763272
2020-12-25 12:00:00,86.47,65.58064516,70.11290323,38.80645161,21.64516129,13,-0.2588190451025208,-0.9659258262890683,22.693598790000756,56.46031746,65.42857143,59.48387097,65.58064516,62.3015873,67.17460317,117.5322581,129.2419355,76.93650794,84.47619048,73.66666667,79.61904762,4598.049427864048,1419.503641990458,2544.952132954121,1517.605098923512,2720.832986431608,55085.89939312147,58892.86883446454,3862232.3334874418
2020-12-25 13:00:00,80.42,63.50793651,67.90476190000001,41.28571429,19.06349206,14,-0.4999999999999997,-0.8660254037844388,20.118852341205784,59.48387097,65.58064516,62.3015873,67.17460317,52.95238095,61.66666667,76.93650794,84.47619048,73.66666667,79.61904762,65.58064516,70.11290323,4312.491307471868,1210.6830434053693,2621.97052189932,1294.5018893168408,2803.4965987338783,49983.914225781744,53444.4351502003,3394145.7943317327
2020-12-25 14:00:00,79.0,64.42857143,68.87301587,40.82539683,19.88888889,15,-0.7071067811865471,-0.7071067811865479,20.941830066467475,62.3015873,67.17460317,52.95238095,61.66666667,58.22580645,67.16129032,73.66666667,79.61904762,65.58064516,70.11290323,63.50793651,67.90476190000001,4437.390022579819,1281.4126985126986,2630.321995819751,1369.8077601576367,2811.768203771638,52314.18191978207,55922.945389248984,3603035.481587217
2020-12-25 15:00:00,84.75,69.80645161,75.48387097,37.11290323,26.03225806,16,-0.8660254037844385,-0.5000000000000004,27.072206513615455,52.95238095,61.66666667,58.22580645,67.16129032,78.42857143,84.26984127,65.58064516,70.11290323,63.50793651,67.90476190000001,64.42857143,68.87301587,5269.261186202788,1817.2195625644224,2590.7200834316077,1965.0156084587825,2801.4255987354163,67442.29377311634,72927.43412217037,5090805.401090748
2020-12-25 16:00:00,84.36,78.19047619,84.63492063,34.0,37.22222222,17,-0.9659258262890683,-0.25881904510252063,38.24982958196488,58.22580645,67.16129032,78.42857143,84.26984127,77.53968254,84.61904762,63.50793651,67.90476190000001,64.42857143,68.87301587,69.80645161,75.48387097,6617.6447463625545,2910.423280231799,2658.47619046,3150.299823261922,2877.5873014199997,98954.39152788116,107110.19399090535,8374997.072952166
2020-12-25 17:00:00,94.65,90.82539683,98.96825397,30.33333333,54.82539683,18,-1.0,-1.8369701987210297e-16,55.84397542038474,78.42857143,84.26984127,77.53968254,84.61904762,80.82258065,88.58064516,64.42857143,68.87301587,69.80645161,75.48387097,78.19047619,84.63492063,8988.830940397474,4979.538423446975,2755.0370368739154,5425.973797477473,3002.037036760106,151045.99882795976,164587.87183873012,14948758.773157846
