Date,PM25,pm25cnc,pm10cnc,temp,rh,hour,hour_sin,hour_cos,rh_11,(PM25)t-25,(PM10)t-25,(PM25)t-24,(PM10)t-24,(PM25)t-23,(PM10)t-23,(PM25)t-3,(PM10)t-3,(PM25)t-2,(PM10)t-2,(PM25)t-1,(PM10)t-1,p1p2,p1r,p1t,p2r,p2t,p1rt,p2rt,p1p2rt
2020-11-02 01:00:00,66.72,87.63492063,98.19047619,25.92063492,58.9047619,2,0.49999999999999994,0.8660254037844387,59.92203163684353,83.38095238,93.07936508,87.53968254,97.3015873,88.98387097,98.9516129,56.79032258,69.24193548,65.76190476,76.01587302,74.62903226,82.64516129,8604.914587532554,5162.114133835547,2271.5527838934063,5783.886620819569,2545.1594859419424,133805.27587852324,149922.0135169365,13138403.755246518
2020-11-02 02:00:00,69.61,98.44444444,109.2380952,25.80952381,59.76190476,3,0.7071067811865476,0.7071067811865476,60.778922588201524,87.53968254,97.3015873,88.98387097,98.9516129,137.5396825,151.8571429,65.76190476,76.01587302,74.62903226,82.64516129,87.63492063,98.19047619,10753.883593647832,5883.2275127743915,2540.8042327364024,6528.276641506213,2819.383219023447,151843.30057059776,168491.71141722146,16587072.923213175
2020-11-02 03:00:00,80.94,112.2741935,123.016129,25.98387097,59.75806452,4,0.8660254037844386,0.5000000000000001,60.77508346043258,88.98387097,98.9516129,137.5396825,151.8571429,122.4193548,136.67741940000002,74.62903226,82.64516129,87.63492063,98.19047619,98.44444444,109.2380952,13811.536670966962,6709.288499103964,2917.318157164813,7351.2057737826435,3196.4352231648754,174333.28666122237,191012.78229988724,21445806.08091091
2020-11-02 04:00:00,87.11,116.3174603,128.39682539999998,26.0,60.0952381,5,0.9659258262890683,0.25881904510252074,61.112159937226686,137.5396825,151.8571429,122.4193548,136.67741940000002,103.2539683,114.7301587,87.63492063,98.19047619,98.44444444,109.2380952,112.2741935,123.016129,14934.792641110529,6990.125471915798,3024.2539678,7716.037793697127,3338.3174603999996,181743.26226981074,200616.9826361253,23335257.913283292
2020-11-02 05:00:00,94.21,124.7258065,138.9032258,26.0,63.59677419,6,1.0,6.123233995736766e-17,64.6127494541081,122.4193548,136.67741940000002,103.2539683,114.7301587,93.65079365,104.4603175,98.44444444,109.2380952,112.2741935,123.016129,116.3174603,128.39682539999998,17324.81686335661,7932.1589516461345,3242.870969,8833.797085465181,3611.4838708,206236.1327427995,229678.72422209472,28646864.11449185
2020-11-02 06:00:00,103.89,127.3333333,140.82539680000005,25.95238095,65.87301587,7,0.9659258262890683,-0.25881904510252063,66.88843059963126,103.2539683,114.7301587,93.65079365,104.4603175,112.0483871,125.0806452,112.2741935,123.016129,116.3174603,128.39682539999998,124.7258065,138.9032258,17931.76718783916,8387.8306852509,3304.603173434921,9276.593598305451,3654.754345188512,217684.17728773088,240749.69098155433,30655460.643626258
2020-11-02 07:00:00,92.5,117.0793651,128.4126984,26.58730159,62.61904762,8,0.8660254037844387,-0.4999999999999998,63.63527636806776,93.65079365,104.4603175,112.0483871,125.0806452,89.33333333,98.20634921,116.3174603,128.39682539999998,124.7258065,138.9032258,127.3333333,140.82539680000005,15034.477199449788,7331.398338516266,3112.8243898794203,8041.080876122299,3414.1471403465107,194922.0987025569,213790.642363045,25030472.67218647
2020-11-02 08:00:00,87.89,110.2419355,120.35483870000002,29.01612903,55.27419355,9,0.7071067811865476,-0.7071067811865475,56.29261851285234,112.0483871,125.0806452,89.33333333,98.20634921,52.88888889,64.0952381,124.7258065,138.9032258,127.3333333,140.82539680000005,117.0793651,128.4126984,13268.150365078305,6093.534080153616,3198.7942249849375,6652.516648982832,3492.2315291040377,176810.77111843968,193030.28146110906,21280031.838382427
2020-11-02 09:00:00,99.39,124.6935484,136.32258059999998,31.53225806,48.27419355,10,0.49999999999999994,-0.8660254037844387,49.295346740036805,89.33333333,98.20634921,52.88888889,64.0952381,38.69354839,48.51612903,127.3333333,140.82539680000005,117.0793651,128.4126984,110.2419355,120.35483870000002,16998.546302059,6019.480489897893,3931.8691465659,6580.862641119874,4298.558790884349,189807.81219459558,207509.45905720504,25875090.776407413
2020-11-02 10:00:00,99.11,90.40322581,98.08064516,37.29032258,30.64516129,11,0.258819045102521,-0.9659258262890682,31.678893607737038,52.88888889,64.0952381,38.69354839,48.51612903,39.93650794,50.04761905,117.0793651,128.4126984,110.2419355,120.35483870000002,124.6935484,136.32258059999998,8866.806711989964,2770.421436083741,3371.165452727482,3005.697190355458,3657.458896870916,103309.90903410956,112083.4178061547,10132702.529486379
2020-11-02 11:00:00,88.0,84.03174603,90.25396825,41.23809524,22.06349206,12,1.2246467991473532e-16,-1.0,23.110967568674035,38.69354839,48.51612903,39.93650794,50.04761905,53.44444444,60.9047619,110.2419355,120.35483870000002,124.6935484,136.32258059999998,90.40322581,98.08064516,7584.198538183683,1854.0337613208414,3465.3091459686316,1991.3177118673673,3721.901738481436,76456.8208275243,82118.14945508537,6900531.4794633165
2020-11-02 12:00:00,85.89,87.36507937,92.34920635,42.57142857,18.84126984,13,-0.2588190451025208,-0.9659258262890683,19.897319662068046,39.93650794,50.04761905,53.44444444,60.9047619,48.64516129,57.98387097,124.6935484,136.32258059999998,90.40322581,98.08064516,84.03174603,90.25396825,8068.095742524259,1646.069035003187,3719.256235912336,1739.9763163501914,3931.4376416252157,70075.51034492701,74073.2774649939,6471417.764925225
