Date,PM25,pm25cnc,pm10cnc,temp,rh,hour,hour_sin,hour_cos,rh_11,(PM25)t-25,(PM10)t-25,(PM25)t-24,(PM10)t-24,(PM25)t-23,(PM10)t-23,(PM25)t-3,(PM10)t-3,(PM25)t-2,(PM10)t-2,(PM25)t-1,(PM10)t-1,p1p2,p1r,p1t,p2r,p2t,p1rt,p2rt,p1p2rt
2020-11-02 01:00:00,21.75,62.77777778,72.23809524,30.0,45.52380952,2,0.49999999999999994,0.8660254037844387,46.54626941305005,79.37096774,83.87096774,75.42857143,80.55555556,64.93548387,73.93548387,67.12903226,74.56451613,66.57142857,74.58730159,64.70967742,73.77419355,4534.947090227196,2857.8835977456083,1883.3333334000001,3288.5532877933792,2167.1428572000004,85736.50793236824,98656.59863380138,6193442.025563434
2020-11-02 02:00:00,19.06,77.25806452,84.70967742,30.0,46.01612903,3,0.7071067811865476,0.7071067811865476,47.03834329012293,75.42857143,80.55555556,64.93548387,73.93548387,56.28571429,68.17460317,66.57142857,74.58730159,64.70967742,73.77419355,62.77777778,72.23809524,6544.505723582748,3555.1170655603855,2317.7419356,3898.011446248398,2541.2903226000003,106653.51196681157,116940.34338745194,9034584.594418718
2020-11-02 03:00:00,20.85,56.22222222,67.55555556,29.80952381,43.79365079,4,0.8660254037844386,0.5000000000000001,44.817018742524255,64.93548387,73.93548387,56.28571429,68.17460317,54.42857143,66.6031746,64.70967742,73.77419355,62.77777778,72.23809524,77.25806452,84.70967742,3798.1234568898767,2462.1763665404587,1675.9576719182012,2958.504409119083,2013.798941963598,73396.3050228071,88191.60762562529,4958328.161866952
2020-11-02 04:00:00,14.55,61.46031746,70.87301587,29.46031746,44.04761905,5,0.9659258262890683,0.25881904510252074,45.070849138494296,56.28571429,68.17460317,54.42857143,66.6031746,50.40322581,63.0,62.77777778,72.23809524,77.25806452,84.70967742,56.22222222,67.55555556,4355.8780547178185,2707.1806501701435,1810.6404635639808,3121.7876039663647,2087.941546877818,79754.40137558163,91968.85385554185,5652434.9543939475
2020-11-02 05:00:00,17.7,73.66129032,79.40322581,30.0,43.95161289999999,6,1.0,6.123233995736766e-17,44.974894912769294,54.42857143,66.6031746,50.40322581,63.0,51.95238095,64.3968254,77.25806452,84.70967742,56.22222222,67.55555556,61.46031746,70.87301587,5848.944068734927,3237.532517859157,2209.8387096,3489.899843812408,2382.0967742999997,97125.9755357747,104696.99531437224,7712115.7674836535
2020-11-02 06:00:00,18.6,89.42622951,94.01639344,30.0,47.54098361,7,0.9659258262890683,-0.25881904510252063,48.562470048885345,50.40322581,63.0,51.95238095,64.3968254,58.29032258,69.08064516,56.22222222,67.55555556,61.46031746,70.87301587,73.66129032,79.40322581,8407.531577467898,4251.4109114390085,2682.7868853,4469.631819602351,2820.4918032,127542.32734317025,134088.95458807054,11991069.627748763
2020-11-02 07:00:00,23.1,87.95238095,92.3015873,30.0952381,47.76190476,8,0.8660254037844387,-0.4999999999999998,48.78328968871778,51.95238095,64.3968254,58.29032258,69.08064516,68.76190476,75.73015873,61.46031746,70.87301587,73.66129032,79.40322581,89.42622951,94.01639344,8118.144368499282,4200.773242349139,2646.9478461521544,4408.499621819426,2777.838246801436,126423.27093260633,132674.84578241556,11669068.578737514
2020-11-02 08:00:00,22.2,102.2857143,108.2698413,32.12698413,43.19047619,9,0.7071067811865476,-0.7071067811865475,44.21417822160297,58.29032258,69.08064516,68.76190476,75.73015873,52.63492063,63.98412698,73.66129032,79.40322581,89.42622951,94.01639344,87.95238095,92.3015873,11074.45805451814,4417.768708051292,3286.1315200418135,4676.226002762728,3478.383473202718,141929.58517357445,150233.0385790515,15366693.662517738
2020-11-02 09:00:00,30.3,100.0,105.1129032,35.83870968,34.19354839,10,0.49999999999999994,-0.8660254037844387,35.223674726246145,68.76190476,75.73015873,52.63492063,63.98412698,42.32258065,51.03225806,89.42622951,94.01639344,87.95238095,92.3015873,102.2857143,108.2698413,10511.29032,3419.3548389999996,3583.870968,3594.1831419825858,3767.110821406743,122545.26536782413,128810.88616226411,12881088.61622641
2020-11-02 10:00:00,28.5,86.69841269999998,90.52380952,39.03174603,25.9047619,11,0.258819045102521,-0.9659258262890682,26.944914863678804,52.63492063,63.98412698,42.32258065,51.03225806,38.31746032,45.79365079,87.95238095,92.3015873,102.2857143,108.2698413,100.0,105.1129032,7848.270596941147,2245.9017381014355,3383.990425710526,2344.9977318965534,3533.3023428527363,87661.46624991081,91529.35591231231,7935449.873050835
2020-11-02 11:00:00,25.8,75.82258065,80.5,40.98387097,19.80645161,12,1.2246467991473532e-16,-1.0,20.859624851860694,42.32258065,51.03225806,38.31746032,45.79365079,43.15873016,51.63492063,102.2857143,108.2698413,100.0,105.1129032,86.69841269999998,90.52380952,6103.7177423250005,1501.7762745895475,3107.5028619720188,1594.419354605,3299.2016130849997,61548.6050635853,65345.477101202,4954662.7076186165
2020-11-02 12:00:00,21.75,70.30158730000001,76.61904762,41.69841270000001,17.03174603,13,-0.2588190451025208,-0.9659258262890683,18.094122267630556,38.31746032,45.79365079,43.15873016,51.63492063,50.48387097,62.75806452,100.0,105.1129032,86.69841269999998,90.52380952,75.82258065,80.5,5386.440665100288,1197.3587803994735,2931.46460070048,1304.956160124316,3194.892668339714,49927.96057506593,54414.60052027103,3825432.78887046
