Date,PM25,pm25cnc,pm10cnc,temp,rh
2020-11-10 19:00:00,101.4,0.096774194,0.112903226,28.0,32.62903226
2020-11-10 20:00:00,131.69,0.071428571,0.28571428600000004,28.0,34.0
2020-11-11 15:00:00,65.0,63.84615385,74.38461538,30.53846154,25.30769231
2020-11-11 16:00:00,65.0,65.47619048,74.87301587,32.46031746,22.38095238
2020-11-11 17:00:00,74.0,70.23809524,78.42857143,31.98412698,26.28571429
2020-11-11 18:00:00,84.17,96.09677419,104.9032258,29.46774194,31.85483871
2020-11-11 19:00:00,116.55,131.047619,142.5396825,27.52380952,37.61904762
2020-11-11 20:00:00,153.22,138.1290323,152.83870969999995,26.03225806,44.14516129
2020-11-11 21:00:00,146.72,136.12698410000002,149.82539680000005,25.26984127,47.79365079
2020-11-11 22:00:00,138.6,119.1428571,129.8412698,24.42857143,49.07936508
2020-11-11 23:00:00,110.2,95.5,104.0806452,24.0,46.08064516
2020-11-12 00:00:00,86.03,96.5483871,107.3709677,20.61290323,39.70967742
2020-11-12 01:00:00,82.15,100.2698413,109.4761905,22.57142857,52.9047619
2020-11-12 02:00:00,85.71,101.4193548,110.1290323,21.75806452,56.83870968
2020-11-12 03:00:00,86.93,102.8571429,112.5238095,21.0,56.85714286
2020-11-12 04:00:00,87.0,98.82539683,107.6507937,20.80952381,57.04761905
2020-11-12 05:00:00,81.45,97.74193548,107.3387097,20.0,56.53225806
2020-11-12 06:00:00,76.38,109.4126984,120.3492063,19.77777778,57.3968254
2020-11-12 07:00:00,84.35,124.2741935,137.32258059999998,19.29032258,58.69354839
2020-11-12 08:00:00,96.1,126.7258065,141.1451613,20.548387100000006,51.95161289999999
2020-11-12 09:00:00,113.65,106.5322581,116.8870968,23.79032258,45.5
2020-11-12 10:00:00,94.59,85.63492063,93.11111111,27.34920635,38.41269841
2020-11-12 11:00:00,77.23,61.92063492,72.36507937,30.88888889,29.20634921
2020-11-12 12:00:00,59.35,50.08064516,62.82258065,33.87096774,23.29032258
2020-11-12 14:00:00,47.0,44.49206349,54.55555556,37.69841270000001,18.20634921
2020-11-12 15:00:00,44.22,44.20967742,54.35483871,35.40322581,20.11290323
2020-11-12 16:00:00,38.43,42.11111111,51.36507937,34.15873016,21.3015873
2020-11-12 17:00:00,42.64,49.06349206,61.34920635,32.66666667,26.87301587
2020-11-12 18:00:00,59.65,58.95161289999999,70.64516129,30.22580645,31.38709677
2020-11-12 19:00:00,81.41,74.77777778,82.31746032,28.80952381,33.66666667
2020-11-12 20:00:00,101.56,77.34920635,84.68253968,27.74603175,36.01587302
2020-11-12 21:00:00,94.67,145.2903226,163.88709680000005,26.59677419,41.16129032
2020-11-12 22:00:00,175.4,117.0,128.5396825,25.98412698,43.80952381
2020-11-12 23:00:00,133.75,119.5873016,130.3333333,24.79365079,51.20634921
2020-11-13 00:00:00,125.38,106.5645161,114.8064516,23.29032258,61.09677419
2020-11-13 01:00:00,85.11,86.9516129,93.53225806,22.46774194,58.96774194
2020-11-13 02:00:00,75.5,87.09677419,94.33870968,23.0,59.32258065
2020-11-13 03:00:00,71.29,88.61904762,95.58730159,22.92063492,59.57142857
2020-11-13 04:00:00,74.71,92.20634921,99.77777778,22.0,61.0952381
2020-11-13 05:00:00,84.27,91.46774194,99.90322581,22.0,61.11290323
2020-11-13 06:00:00,82.22,103.015873,112.3809524,21.63492063,62.23809524
2020-11-13 07:00:00,92.2,105.9365079,115.6190476,21.36507937,61.28571429
2020-11-13 08:00:00,93.0,99.91935484,108.2096774,23.32258065,56.98387097
2020-11-13 09:00:00,86.53,88.66666667,94.53968254,26.0,51.9047619
2020-11-13 10:00:00,77.66,64.84126984,74.63492063,29.03174603,45.9047619
2020-11-13 11:00:00,54.8,47.91935484,58.82258065,32.59677419,39.09677419
2020-11-13 12:00:00,40.05,41.47619048,49.73015873,35.63492063,34.04761905
2020-11-13 14:00:00,41.0,34.53225806,38.11290323,39.98387097,24.14516129
2020-11-13 15:00:00,21.52,32.73015873,36.47619048,37.22222222,27.23809524
2020-11-13 16:00:00,27.4,30.88709677,33.41935484,35.90322581,28.46774194
2020-11-13 17:00:00,24.3,49.03174603,58.98412698,32.904761900000004,32.12698413
2020-11-13 18:00:00,70.25,60.03225806,70.22580645,32.19354839,39.67741935
2020-11-13 19:00:00,74.92,65.24193548,73.82258065,30.98387097,43.61290323
2020-11-13 20:00:00,77.78,51.92063492,64.14285714,30.06349206,43.65079365
2020-11-13 21:00:00,57.59,53.25396825,65.34920635,29.76190476,44.38095238
2020-11-13 22:00:00,59.71,84.57142857,91.3015873,28.80952381,47.93650794
2020-11-13 23:00:00,104.4,67.11290323,75.29032258,28.0,49.59677419
2020-11-14 00:00:00,80.25,78.14285714,84.68253968,27.603174600000006,53.49206349
2020-11-14 01:00:00,85.4,91.11290323,96.5,26.70967742,57.85483871
2020-11-14 02:00:00,89.71,83.15873016,88.76190476,26.0,60.0952381
2020-11-14 03:00:00,70.58,81.22580645,86.20967742,25.20967742,64.46774194
2020-11-14 04:00:00,67.15,70.22222222,77.04761905,25.0,65.68253968
2020-11-14 05:00:00,54.98,74.06349206,80.11111111,25.0,65.11111111
2020-11-14 06:00:00,55.85,96.16129032,101.5967742,25.0,64.37096774
2020-11-14 07:00:00,73.58,93.95238095,99.41269841,25.63492063,63.12698413
2020-11-14 08:00:00,75.93,71.69841269999998,78.26984127,27.0,59.6031746
2020-11-14 09:00:00,59.35,58.45161289999999,69.24193548,29.61290323,52.75806452
2020-11-14 10:00:00,55.23,52.12698413,62.6031746,32.25396825,45.88888889
2020-11-14 11:00:00,42.98,35.73015873,41.31746032,35.12698413,36.9047619
2020-11-14 12:00:00,20.66,32.0,35.51612903,37.41935484,32.58064516
2020-11-14 15:00:00,30.0,25.41269841,26.04761905,37.03174603,30.03174603
2020-11-14 16:00:00,18.9,27.82258065,28.93548387,36.0,31.20967742
2020-11-14 17:00:00,18.0,43.9047619,52.15873016,34.79365079,38.20634921
2020-11-14 18:00:00,43.05,47.11111111,57.68253968,32.44444444,43.87301587
2020-11-14 19:00:00,45.0,84.74193548,91.0483871,30.56451613,44.79032258
2020-11-14 20:00:00,117.15,237.031746,254.6984127,30.3968254,50.26984127
2020-11-14 23:00:00,392.0,118.7096774,126.0,28.80645161,52.91935484
2020-11-15 00:00:00,213.47,183.5555556,196.984127,26.92063492,52.96825397
2020-11-15 01:00:00,269.3,240.7741935,261.1774194,26.9516129,58.11290323
2020-11-15 02:00:00,367.5,220.2380952,237.6349206,26.04761905,60.3015873
2020-11-15 03:00:00,296.14,146.7903226,155.8548387,26.37096774,66.58064516
2020-11-15 04:00:00,151.25,115.0793651,121.3809524,25.63492063,67.12698413
2020-11-15 05:00:00,112.25,107.6065574,113.442623,25.91803279,68.96721311
