Date,PM25,pm25cnc,pm10cnc,temp,rh
2020-11-26 22:00:00,132.08,166.74603169999997,187.984127,26.77777778,54.58730159
2020-11-26 23:00:00,133.55,170.61290319999995,193.4032258,25.85483871,56.61290323
2020-11-27 00:00:00,140.0,158.38095239999996,178.5873016,24.87301587,55.9047619
2020-11-27 02:00:00,112.42,94.43548387,106.7096774,25.72580645,42.33870968
2020-11-27 03:00:00,83.44,87.82539683,98.15873016,27.28571429,34.33333333
2020-11-27 04:00:00,77.64,87.93650794,98.46031746,27.77777778,31.74603175
2020-11-27 05:00:00,84.6,86.72580645,97.14516129,27.17741935,31.93548387
2020-11-27 06:00:00,79.84,88.73015873,99.46031746,27.0,32.12698413
2020-11-27 07:00:00,78.17,91.4516129,102.5,27.0,32.70967742
2020-11-27 08:00:00,79.5,84.87301587,95.26984127,28.74603175,29.68253968
2020-11-27 09:00:00,74.4,85.38095238,94.3968254,33.28571429,23.50793651
2020-11-27 10:00:00,78.76,69.93548387,77.79032258,37.08064516,19.59677419
2020-11-27 11:00:00,75.36,66.14285714,73.23809524,38.53968254,18.98412698
2020-11-27 12:00:00,68.0,57.75806452,67.48387097,39.27419355,18.40322581
2020-11-27 13:00:00,65.92,41.66666667,52.57142857,37.68253968,18.01587302
2020-11-27 14:00:00,42.36,40.34920635,50.11111111,36.31746032,19.66666667
2020-11-27 15:00:00,35.64,52.91935484,62.64516129,30.38709677,20.93548387
2020-11-27 16:00:00,45.02,83.4516129,92.58064516,31.59677419,44.95161289999999
2020-11-27 17:00:00,68.0,85.55555556,94.53968254,30.49206349,49.68253968
2020-11-27 18:00:00,68.32,75.30645161,85.27419355,29.80645161,39.06451613
2020-11-27 19:00:00,72.4,79.75806452,89.66129032,30.0,27.59677419
2020-11-27 20:00:00,77.16,76.50793651,86.19047619,29.52380952,25.58730159
2020-11-27 21:00:00,79.48,79.37096774,89.91935484,29.66129032,26.56451613
2020-11-27 22:00:00,85.0,81.74603175,92.33333333,29.0,27.19047619
2020-11-27 23:00:00,85.32,85.53225806,96.33870968,29.0,27.01612903
2020-11-28 00:00:00,89.0,93.41269841,105.6507937,28.26984127,27.79365079
2020-11-28 02:00:00,86.0,104.5714286,119.4285714,27.25396825,29.50793651
2020-11-28 03:00:00,86.16,102.0,115.6984127,27.96825397,30.41269841
2020-11-28 04:00:00,88.24,101.6290323,116.483871,27.74193548,31.22580645
2020-11-28 05:00:00,90.67,102.0634921,116.6507937,27.0,32.80952381
2020-11-28 06:00:00,86.5,96.06451613,109.4193548,27.40322581,33.40322581
2020-11-28 07:00:00,81.0,91.65079365,103.8888889,28.11111111,33.76190476
2020-11-28 08:00:00,79.79,79.11290323,89.98387097,29.24193548,32.43548387
2020-11-28 09:00:00,65.76,70.66666667,82.19047619,31.20634921,28.76190476
2020-11-28 10:00:00,61.63,53.12698413,66.65079365,34.6031746,23.84126984
2020-11-28 11:00:00,45.75,46.04761905,57.53968254,36.82539683,20.74603175
2020-11-28 12:00:00,43.08,43.61290323,55.85483871,36.70967742,22.69354839
2020-11-28 13:00:00,44.32,48.75806452,62.66129032,34.40322581,30.01612903
2020-11-28 14:00:00,47.6,45.57142857,58.88888889,34.0,33.76190476
2020-11-28 15:00:00,42.76,44.76190476,57.12698413,33.11111111,36.22222222
2020-11-28 16:00:00,41.05,65.56451613,75.98387097,31.88709677,44.27419355
2020-11-28 17:00:00,54.61,86.0,96.79365079,30.17460317,48.84126984
2020-11-28 18:00:00,72.92,89.53225806,100.3548387,30.0,52.25806452
2020-11-28 19:00:00,72.48,90.53968254,102.9206349,29.77777778,55.42857143
2020-11-28 20:00:00,77.6,84.75806452,95.19354839,29.75806452,56.95161289999999
2020-11-28 21:00:00,73.56,89.92063492,101.7936508,29.0,56.0952381
2020-11-28 22:00:00,79.33,69.31746032,80.65079365,29.01587302,49.69841270000001
2020-11-28 23:00:00,71.68,65.91935484,76.85483871,29.17741935,47.85483871
2020-11-29 00:00:00,68.0,64.53968254,75.88888889,29.01587302,50.0952381
2020-11-29 02:00:00,48.27,44.92063492,57.38095238,28.0,48.12698413
2020-11-29 03:00:00,40.26,44.71428571,57.0952381,27.61904762,49.23809524
2020-11-29 04:00:00,42.6,45.14285714,57.20634921,27.0,50.50793651
2020-11-29 05:00:00,38.0,46.82258065,60.12903226,26.90322581,52.17741935
2020-11-29 06:00:00,38.73,50.96774194,65.72580645,26.93548387,52.0
2020-11-29 07:00:00,47.08,58.42857143,73.53968254,27.31746032,50.6031746
2020-11-29 08:00:00,47.92,50.59677419,65.06451613,29.5,44.54838710000001
2020-11-29 09:00:00,46.6,47.80952381,61.25396825,33.74603175,35.42857143
2020-11-29 10:00:00,41.75,44.44444444,57.15873016,37.25396825,28.14285714
2020-11-29 11:00:00,39.16,38.30645161,47.51612903,39.45161289999999,23.82258065
2020-11-29 12:00:00,39.33,25.15873016,28.34920635,40.38095238,20.71428571
2020-11-29 13:00:00,21.75,38.73015873,47.42857143,37.53968254,29.79365079
2020-11-29 14:00:00,31.13,51.93548387,65.24193548,33.27419355,42.75806452
2020-11-29 15:00:00,43.84,49.57142857,62.79365079,32.98412698,43.11111111
2020-11-29 16:00:00,41.44,43.73015873,55.31746032,32.26984127,42.88888889
2020-11-29 17:00:00,34.6,43.01612903,53.95161289999999,31.32258065,45.59677419
